y_true,y_pred
239.53,240.65
198.5,199.05
449.46,450.84
403.56,403.17
151.7,156.02
233.16,231.17
391.86,388.24
408.56,407.7
281.07,286.34
435.69,440.21
382.85,376.88
365.05,367.05
322.13,316.64
167.05,168.94
340.39,338.52
418.21,420.09
216.1,211.42
271.02,269.46
474.5,458.8
385.59,380.77
101.91,103.68
181.42,175.61
347.74,335.55
185.37,185.27
404.69,411.65
332.31,332.46
265.08,264.47
341.8,341.42
201.3,195.79
254.34,256.96
251.07,252.25
310.33,317.97
145.51,139.44
290.26,278.42
273.18,268.52
364.81,363.46
386.42,378.67
204.68,201.55
124.35,125.17
155.19,152.71
149.27,149.96
331.27,329.23
237.37,235.64
208.03,206.67
259.7,259.3
184.98,181.85
348.79,348.92
208.66,205.85
